Geneid	Geneid_clean	Symbol	Dominant_Direction	Count_Ratio	Cachexia_sig_up	Cachexia_sig_down	Sepsis_sig_up	Sepsis_sig_down	Disuse_sig_up	Disuse_sig_down	Denervation_sig_up	Denervation_sig_down	Final_Avg_logFC	Final_Median_logFC	Cachexia_Avg_logFC	Sepsis_Avg_logFC	Disuse_Avg_logFC	Denervation_Avg_logFC	Cachexia_Median_logFC	Sepsis_Median_logFC	Disuse_Median_logFC	Denervation_Median_logFC	ERP145838_Sham_vs_334P_cells_injection_edgeR_results.tsv	SRP055049_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP125804_Fasted_vs_CACS_edgeR_results.tsv	SRP148786_PBS_vs_LLC_edgeR_results.tsv	SRP172440_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP224400_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP238415_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP246188_PBSinjection_vs_LLC_cells_injection_edgeR_results.tsv	SRP279572_Control_vs_KPC_edgeR_results.tsv	SRP288335_Control_vs_LLC_edgeR_results.tsv	SRP304002_CACS_neg_vs_CACS_pos_edgeR_results.tsv	SRP321471_Control_vs_C26_cells_injection_edgeR_results.tsv	SRP337393_Control_vs_Melanoma_edgeR_results.tsv	SRP342685_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP400565_Control_vs_TOV21G_cells_injection_edgeR_results.tsv	SRP426212_Control_vs_KIC_edgeR_results.tsv	SRP436115_Control_vs_LLC_cells_injection_edgeR_results.tsv	SRP441976_Control_vs_KPC_tumore_cells_injection_edgeR_results.tsv	SRP468164_Control_vs_C26_injection_edgeR_results.tsv	SRP518009_Control_vs_C26_injection_edgeR_results.tsv	SRP519530_Control_vs_KIC_edgeR_results.tsv	SRP526827_PBS_vs_LLC_edgeR_results.tsv	SRP535687_Control_vs_Kras-IKKaL_cells_injection_edgeR_results.tsv	SRP544896_Control_vs_CT26_cells_injection_edgeR_results.tsv	SRP560874_Control_vs_B0092_cells_injection_edgeR_results.tsv	SRP567610_Control_vs_C26_injection_edgeR_results.tsv	SRP597284_Control_vs_CT26_cells_injection_edgeR_results.tsv	ERP131935_Sham_vs_CLP_edgeR_results.tsv	SRP388005_Saline_vs_LPS_edgeR_results.tsv	SRP475349_Saline_vs_LPS_edgeR_results.tsv	SRP511238_Saline_vs_LPS_edgeR_results.tsv	SRP553590_Sham_vs_CLP_edgeR_results.tsv	SRP591840_Sham_vs_CS_edgeR_results.tsv	SRP646634_Sham_vs_CS_edgeR_results.tsv	SRP114869_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP220337_Control_vs_Casting_edgeR_results.tsv	SRP293052_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP307991_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP395698_Control_vs_Casting_edgeR_results.tsv	SRP396700_Control_vs_Casting_edgeR_results.tsv	SRP449926_Control_vs_Casting_edgeR_results.tsv	SRP454976_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP455216_male_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP522174_Control_vs_Hindlimb_unloading_edgeR_results.tsv	SRP588888_Control_vs_Hindlimb_unloading_edgeR_results.tsv	ERP143166_Control_vs_Denervation_edgeR_results.tsv	SRP196460_Control_vs_Denervation_edgeR_results.tsv	SRP371311_Control_vs_Denervation_edgeR_results.tsv	SRP406911_Control_vs_Denervation_edgeR_results.tsv	SRP411450_Sham_vs_Denervation_edgeR_results.tsv	SRP420335_Sham_vs_SCI_edgeR_results.tsv	SRP484329_Control_vs_Denervation_edgeR_results.tsv	MouseGeneID	HumanOrthologGeneID	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	mm10_Chromosome	mm10_Start	mm10_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
ENSMUSG00000042148.9	ENSMUSG00000042148	Cox10	DOWN	0.782587782587783	1	20	1	4	0	9	0	7	-0.583389876981811	-0.584255404574881	-0.375553918932308	-0.512799147796012	-0.494042014188034	-0.951164427010889	-0.409582794812437	-0.620195982668346	-0.548314826481417	-0.969264532338653	-0.208122838884997	-0.276330302615365	-0.334996254627138	-0.183139631332952	-0.597058006738491	-0.541564763218051	-0.836344457610653	-0.581828678824266	-0.448234306911159	-0.284764063116215	-0.543790033088021	-0.331455770975347	-0.553464311278109	-0.353543354670069	0.0075725469239099	-0.512109306134888	-0.475353020548934	-0.409582794812437	-0.534655763728693	-0.832954930689912	-0.591776891757492	-0.302016299910819	-0.253041893426772	0.0126520044433889	-0.532583550681637	-0.0976628292062423	0.456193692249038	-0.209056281862557	0.165908227777725	-0.289507760379289	-1.16777389856598	-0.764546080340921	-0.70442225853272	-0.620195982668346	-0.663676608093216	-0.975680377818374	-0.823514921406332	-0.114864620643826	-0.55211532961097	0.0484758750389706	-0.548314826481417	-0.376532790705369	-0.530666742881284	-0.265412684226315	-0.632159129240243	-1.00091502662265	-0.836245878762983	-1.30257056454639	-1.08840088863103	-0.851578696985591	-0.609175401188925	-0.969264532338653	70383	1352	2410004F01Rik|AU042636	heme A:farnesyltransferase cytochrome c oxidase assembly factor 10	MitoCarta3.0	literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors	Tmito	20.69	0.004	1	literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++	ENSMUSG00000042148	Q8CFY5	443	4	SharedDomain	46	1.25	HomologMitoHighConf	Ortholog	NA	chr11	63962626	64079472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mitochondria (Supported)
ENSMUSG00000045160.15	ENSMUSG00000045160	Bola3	DOWN	0.778860028860029	0	21	0	4	0	10	0	6	-0.544686737316129	-0.525763777441671	-0.449085075640668	-0.500401673162354	-0.45517493918434	-0.774085261277156	-0.476043617036171	-0.39446013684401	-0.575483937847171	-0.748249036835735	-0.519610555447529	-0.998268032112144	-0.355461829756969	-0.51356944020474	-0.632475881742218	-0.270687432031857	-0.570511041422106	-0.396258780250915	-0.644521203100551	-0.196386357095041	-0.360179685314028	-0.226377349366001	-0.579108828693177	-0.596498562252302	-0.0188078124108129	-0.219816811122901	-0.0737421285048209	-0.546717794759085	-0.563081591022399	-0.89357953829748	-0.476043617036171	-0.108928093864277	-0.829713185136981	-0.288415023260516	-0.485834212781552	-0.440155989608738	-0.320546265702717	-0.39446013684401	0.0029126608011557	-0.266069560939837	-0.652742830918915	-1.55626609277907	-0.0776816499528422	-0.558504101502954	-0.747623331600702	-0.457883588534083	-0.60192867990632	-0.146086315615521	-0.718629314127552	-0.068590318288101	-0.595415592494596	-0.236492907491767	-0.575483937847171	-0.164127520418372	-0.69466282470355	-0.893806909050748	-0.64325708150947	-1.03886980909682	-0.836719300539131	-0.748249036835735	-0.649409534132227	-0.608285157775953	78653	388962	1810056O20Rik	bolA-like 3 (E. coli)	MitoCarta3.0	targetP signal, mito protein domain, MS/MS	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Tnon_mito	3.9219	0.096	0	targetP signal, mito protein domain, MS/MS	ENSMUSG00000045160	Q8CEI1	110	3	SharedDomain	NA	NA	NoMitoHomolog	NoHomolog	50-75ambig	chr6	83349483	83358392	10	11	77	8.55e+08	72	cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis	7.7	NA	NA	7.1	NA	8.2	7.7	NA	8.3	7.9	7.7	7.8	7.7	8.1	Mitochondria;Nuclear bodies (Supported)
ENSMUSG00000002416.14	ENSMUSG00000002416	Ndufb2	DOWN	0.774651274651275	0	23	0	4	0	9	0	6	-0.552970476009496	-0.543971563541731	-0.60160549100771	-0.475543638673954	-0.44780760749667	-0.686925166859648	-0.588553270150137	-0.195708415377816	-0.499389856933324	-0.60971412633352	-0.588553270150137	-1.33902589952291	-0.651364844813004	-1.31231603226188	-0.592883747574293	-0.480446973077454	-0.759756205180659	-0.348975575636298	-0.734190495431308	-0.30986528451219	-0.313142790136215	-0.490142021678893	-0.794365347047135	-0.844020944586736	-0.270721864040888	-0.252443848809642	-0.020043964599843	-0.567233993868062	-0.501387497895286	-0.908061053616732	-0.628065328561943	0.174531794491359	-1.10219959561694	-1.01880682789443	-0.856398015275291	-0.401452458047038	-0.332016171864318	-0.612325976415571	-0.102540506016308	-0.195708415377816	-0.115381961194526	-1.72230022006394	0.236518303524463	-0.81706669517398	-0.706030630868898	-0.172117682434367	-0.543982778418999	-0.263765137317373	-0.8608460193559	-0.247698225566548	-0.517319177685648	-0.121848484984961	-0.499389856933324	-0.46887047768982	-0.524015211207533	-0.843411601474887	-0.60971412633352	-1.00251338557011	-0.438908858812864	-0.743386816494476	-0.585035983754693	-0.585505395576987	68198	4708	1810011O01Rik|8kD|8kDa|AGGG|AI325567|CI-AGGG	NADH:ubiquinone oxidoreductase subunit B2	MitoCarta3.0	literature, targetP signal, induction, coexpression++, MS/MS++	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	22.475	0.005	1	literature, targetP signal, induction, coexpression++, MS/MS++	ENSMUSG00000002416	Q9CPU2	105	2	NA	50	0.73	NoMitoHomolog	NoHomolog	50-75pure	chr6	39592582	39599471	14	4	99	1.18e+10	50	all 14	9.2	8.8	9.2	8.6	9.3	8.8	8.9	8.4	8.7	8.7	9.1	8.9	8.6	8.6	Mitochondria;Nucleoplasm (Approved)
ENSMUSG00000034880.8	ENSMUSG00000034880	Mrpl34	DOWN	0.769119769119769	0	21	0	4	0	8	0	7	-0.593091747330366	-0.624421967018061	-0.495413260519908	-0.514506802688979	-0.695428849158921	-0.667018076953656	-0.429255447559247	-0.589308869031048	-0.721094999740004	-0.659535065005073	-0.838962220508392	-0.340661254436787	-0.486074338937315	-1.0516735946946	-1.09103870219464	-0.437108783024971	-0.426691881188056	-0.324831193132175	-0.412502523660947	-0.505174895525542	-0.653297720727815	-0.479559878179297	-0.391524335424061	-0.678934336537066	-0.265379343168672	-0.401543886719771	-0.0253907663158862	-0.718095557672492	-0.429255447559247	-0.791480251731723	-0.42147406414226	-0.0655487042441799	-1.16193611629695	-0.187411118430014	-0.51510221883728	-0.282339491360132	0.0068345906127444	-0.40270720040679	0.0427563181598922	-0.589308869031048	-0.783435123532914	-0.91491475866352	-0.32849011491993	-0.62544787042854	-1.03290801382147	-0.603165401978749	-1.01578702255255	-0.488952100544942	-0.721094999740004	0.127758651236177	-0.748511687525278	-0.278639920682374	-1.40809068398761	-0.60466122192287	-0.875664939228462	-0.989192331597522	-0.624716174349828	-0.944050736105695	-0.259720342604445	-0.693390446216748	-0.659535065005073	-0.49852144279628	94065	64981	0610007O17Rik|D8Bwg1484e	mitochondrial ribosomal protein L34	MitoCarta3.0	literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	37.4581	0	1	literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS	ENSMUSG00000034880	Q99N91	92	1	SharedDomain	47	1.75	OrthologMitoHighConf	Ortholog	25-50ambig	chr8	71464925	71465753	13	5	62	6.41e+08	27	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis	7.8	7.5	7.5	6.9	7.3	7.7	7	NA	7.6	8	8.1	7.1	7.9	7.9	NA
ENSMUSG00000026858.19	ENSMUSG00000026858	Miga2	DOWN	0.766474266474267	1	13	0	6	0	8	0	7	-0.666467897658653	-0.624967515978907	-0.466518777866207	-1.05651200930201	-0.4958803340286	-0.646960469437798	-0.349121609962321	-1.13493795132551	-0.56473654512417	-0.685198486833643	-0.0860253106951366	-0.16446996150832	-0.617694748089367	-0.349121609962321	-1.50776608707169	-0.193678376443514	-1.02319131023904	-0.360721883261631	-0.190439110959228	-0.274154960154373	-0.713211586073409	0.383422138310557	-0.227002415157873	-0.818567944904109	-0.17400119912987	-0.705944332187405	-0.0847762753454633	-0.884282760461659	-0.349131273004122	-0.950484618732403	-0.0155693220153851	0.182103555951682	-1.19361338961295	-0.511130288162954	-1.16349369048561	-0.321898337474399	-0.281161905517604	-1.13493795132551	-0.414025191445738	-1.57380077208753	-1.46449789616786	-0.776813288326698	-1.45353245358074	-0.577976512179974	-0.707679610579332	-0.852983651417339	-0.883601335454707	-0.0362713398848107	-0.665430003750351	-0.063898993806284	-0.337466940206805	-0.286182025184763	-0.825647135383869	-0.230786093522166	-0.56473654512417	-0.723645690386748	-0.648273496945557	-0.903750528555765	-0.75408135903007	-0.685198486833643	-0.41072205701772	-0.403051667295085	108958	84895	5730472N09Rik|AA408683|AI790341|C9orf54|Fam73|Fam73b|R7476|R74766	mitoguardin 2	MitoCarta3.0	literature,coexpression	MOM	Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites	Tnon_mito	0.8476	0.257	0	coexpression	ENSMUSG00000026858	Q8BK03	593	NA	NA	28	0.3	NoMitoHomolog	NoHomolog	0-25ambig	chr2	30364232	30385519	6	7	25	1.73e+08	11	cerebrum, cerebellum, brainstem, spinalcord, liver, testis	7.1	7	8	7.3	NA	7.3	NA	NA	NA	NA	NA	NA	NA	6.6	Cytosol (Approved)
ENSMUSG00000027984.9	ENSMUSG00000027984	Hadh	DOWN	0.764069264069264	1	18	1	4	1	9	0	7	-0.561284210464901	-0.464875313566	-0.378375522319595	-0.2932179807527	-0.574273203858485	-0.999270134928825	-0.417563795747995	-0.363244645316886	-0.512186831384006	-0.921149582269676	-0.298523108794819	-0.574940354480644	-0.909671226766481	-0.410172081761728	-0.117696283993197	-0.245567990717818	-0.521251052438923	-0.489553662878139	-0.842069316324644	-0.100615417595425	-0.574204884720783	0.540043981784065	-0.699694222469795	-0.338668339439434	-0.24376591941769	-0.397962979986165	-0.469400766991651	-0.229568830355029	-0.4634570616113	-0.666503100947554	-0.417563795747995	0.127232369769189	0.123809537450572	-0.77719703675735	-0.426582557089473	-0.205554012497624	-0.587040987849237	-0.184488255128458	0.192085672086714	-0.363244645316886	-0.59741824803524	-0.617067717891366	-0.447232481192622	-0.0351601897910437	-1.07596175482354	-0.733517280166001	-0.0670937332528138	-0.333001837701291	-0.359409005045688	0.154590814495733	-0.789931499864048	-0.512186831384006	-1.07223296434258	-0.501760970701529	-1.02650017965756	-0.921149582269676	-0.887947354817527	-1.48748619093023	-1.24722470910229	-1.01195818317514	-0.709841064431104	-0.729283859775812	15107	3033	AA409008|AU019341|AW742602|HCDH|Hadhsc|Sch|Schad	hydroxyacyl-Coenzyme A dehydrogenase	MitoCarta3.0	literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism	Tmito	28.9761	0.005	1	literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++	ENSMUSG00000027984	Q61425	314	2	SharedDomain	42	0.58	NoMitoHomolog	Homolog	75-100pure	chr3	131233419	131272101	14	34	3125	3.41e+11	90	all 14	9.2	9.1	9.4	9.5	10.7	10.6	10.7	9.1	10.6	10.7	10.6	10.2	10.4	10.3	Mitochondria (Supported)
ENSMUSG00000027086.17	ENSMUSG00000027086	Fastkd1	DOWN	0.754810004810005	1	17	0	5	0	9	0	6	-0.429249337030878	-0.426135087423512	-0.319697819326928	-0.484701907921407	-0.390934660550848	-0.521662960324328	-0.383502576079657	-0.559374999123094	-0.366617295827025	-0.468767598767366	-0.301473609627026	0.125315380300197	-0.830473198469135	-0.10023069719254	-0.763184738998236	-0.243548330228791	-0.383502576079657	-0.241334811494559	-0.242605908548395	0.0360980708867746	-0.399995826961051	-0.236566901273706	-0.437605268001302	-0.45664524175352	-0.204732195200046	-0.442830569543885	-0.0464307802870659	-0.112881540446124	0.390441293705456	-0.460663793713226	-0.407979268416377	0.0549328070301523	-0.818687031784861	-0.55931536168038	-0.387218849445331	-0.585168276625408	-0.57555389797902	-0.460569695491203	0.0752045731556779	-0.831731245560778	-0.559374999123094	0.0905624541255909	-0.999599177566808	-0.707405264989234	-0.668284285890801	-0.895910147302858	-0.321831009388159	-0.270872962330709	-0.436324496264231	0.127996622038284	-0.366617295827025	-0.261107124426299	-0.279528601614971	-0.41141259676966	-0.516389368282902	-0.380032393791176	-0.438706195376514	-0.693522470610038	-0.899769380267084	-0.580604058516355	-0.190238624941761	-0.468767598767366	320720	79675	5330408N05Rik|mKIAA1800	FAST kinase domains 1	MitoCarta3.0	APEX_matrix, targetP signal, induction, coexpression++	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Tmito	14.1636	0.008	1	APEX_matrix, targetP signal, induction, coexpression++	ENSMUSG00000027086	Q6DI86	829	3	NA	42	2.7	NoMitoHomolog	NoHomolog	0-25ambig	chr2	69686823	69712606	2	4	4	12300000	4	liver, largeintestine	NA	NA	NA	NA	NA	6.2	NA	NA	NA	NA	7	NA	NA	NA	Nucleoplasm (Approved)
ENSMUSG00000046329.15	ENSMUSG00000046329	Slc25a23	DOWN	0.752405002405002	1	22	0	4	0	10	0	5	-0.512940834884897	-0.628620200310698	-0.528848900682481	-0.668244656925541	-0.55676285950757	-0.297906922423997	-0.576996028591365	-0.707056395180036	-0.680244372030031	-0.336824493930556	-0.762086828304904	-0.614011405417832	-0.642893295507619	-0.187730051515708	-1.90518837752894	-0.295954701041106	-0.821031056808804	-0.540606591493391	-0.58027613571701	0.0695193653012306	-0.40698937413999	1.02254988654338	-0.243412101745793	-0.896274670745917	-0.305556782982247	-0.397093970413568	-0.49860040891941	-0.911505769761056	-0.16963887820496	-0.670953598594908	-0.576996028591365	0.133455205404519	-0.703207870231925	-0.408099509981236	-0.857854050822111	-1.01035080532734	-1.09813251187899	-0.650775357807075	-0.0550647939974181	-1.17033511379373	-0.707056395180036	-0.9017319884282	-0.999140984979302	-0.19360796429303	-0.81995716438596	-0.552269256470922	-0.707025357365419	-0.357234095207909	-0.894230934760236	0.138369144767972	-0.680244372030031	-0.423735027523645	-0.719614621253769	-0.202076613868448	-0.906373156484898	-0.336824493930556	-0.421948592098898	-0.293736296531802	-0.579226261854737	-0.392960899582355	-0.195219126896044	0.134567213926414	66972	79085	2310067G05Rik|SCaMC|SCaMC-3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	MitoCarta3.0	literature, yeast mito homolog+, mito protein domain+, MS/MS	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family	Tmito	10.8401	0.019	1	literature, yeast mito homolog+, mito protein domain+, MS/MS	ENSMUSG00000046329	Q6GQS1	467	NA	MitoDomain	1	NA	OrthologMitoLowConf	NoHomolog	25-50ambig	chr17	57043710	57059863	9	15	47	8.97e+08	37	cerebrum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta	8.5	NA	7.4	6.6	NA	7.5	NA	NA	8.1	6.8	8.4	6.5	8.3	NA	Mitochondria (Supported)
ENSMUSG00000029557.8	ENSMUSG00000029557	Mrm2	DOWN	0.751924001924002	1	23	0	4	0	8	0	6	-0.705717899423942	-0.716435415551489	-0.924138340638627	-0.845969525715979	-0.466500692771644	-0.586263038569519	-0.78322936146025	-0.921819599110445	-0.600104249952942	-0.649641469642727	-0.877169773363432	-1.687174839041	-0.338226856695029	-0.78322936146025	-2.40566302773506	-0.660069921438264	-1.34962010271781	-0.383344330919855	-0.946222645444895	-0.361360024664378	-0.623844767700997	0.589988102800464	-0.760111852165963	-1.84414308555111	-0.324274254220608	-0.467047299698689	-0.353408293246512	-1.22645136373942	-0.545369635761633	-1.45362412573918	-0.614925723131245	-0.15445487472978	-2.14244373105936	-0.877241278715278	-1.20515379384981	-1.01053521990444	-2.1466131173494	-0.808253335706478	0.103956914050651	-0.921819599110445	-1.02643054501551	-1.58738311385399	-1.21454918443674	-0.46730781593933	-0.727866224266255	-0.525747563392433	-0.600104249952942	0.129592292798597	-0.904880187785331	0.0804927566458295	-0.654013406982323	-0.387229810173582	-0.766160003068428	-0.141450221281099	-0.634141003030114	-0.233503592805222	-0.649641469642727	-0.682354312272363	-0.650352466615435	-1.00732629859431	-0.477968787247151	-0.402694342809429	68017	29960	2310037B18Rik|Ftsj|Ftsj2	mitochondrial rRNA methyltransferase 2	MitoCarta3.0	literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	Tmito	17.2855	0.003	1	literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression	ENSMUSG00000029557	Q9CPY0	246	2	SharedDomain	9	NA	OrthologMitoHighConf	Homolog	0-25ambig	chr5	140327673	140331898	1	2	2	4750000	7	cerebrum	6.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000022223.10	ENSMUSG00000022223	Sdr39u1	DOWN	0.750601250601251	0	19	1	4	1	8	0	7	-0.504426229432595	-0.445620837447631	-0.354040590352105	-0.481226501625082	-0.416494954996863	-0.765942870756332	-0.353961389145942	-0.409001492681322	-0.482240182213939	-0.69133544106314	-0.488551633310052	-0.80350848280657	-0.443056780462729	-0.306813549901173	-0.672202276096554	-0.288120533570161	-0.428599096492566	-0.30586300340741	-0.460759969327932	-0.113752965638175	-0.342734357417496	-0.126149332914785	-0.518803224809656	-0.456008627694702	0.0093072388910641	-0.0710100600242428	-0.202243364125828	-0.353961389145942	-0.357848298147289	-0.592564570473267	-0.41261922698465	0.123428435501298	-0.695971496889513	-0.144347062496788	-0.514084384655107	-0.339722719809305	-0.252535207297297	-0.362101336049011	0.14942450793385	-0.273946776493009	-0.457362197377607	-1.14729851524756	-0.409001492681322	-0.868299701460914	-0.716832136770637	-0.762097972877312	-0.549074770418809	-0.0800608026145397	-0.669758925838378	0.116424515417816	-0.432581190534807	-0.189104952348848	-0.682459896274408	-0.133658190491628	-0.482240182213939	-0.636064209531321	-0.605990475800723	-0.984465712526729	-1.02097292578005	-0.69133544106314	-0.559424048492746	-0.863347282099615	654795	56948	2310014G06Rik	short chain dehydrogenase/reductase family 39U, member 1	MitoCarta3.0	targetP signal, mito protein domain, coexpression, MS/MS++	unknown	0	Tnon_mito	13.4473	0.01	1	targetP signal, mito protein domain, coexpression, MS/MS++	ENSMUSG00000022223	Q5M8N4	293	3	SharedDomain	26	NA	NoMitoHomolog	NoHomolog	50-75pure	chr14	55897284	55900232	13	18	237	1.01e+10	69	cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis	8.7	8.2	8.7	9.1	9.3	NA	8.9	7.9	8.9	8.6	8.7	8.4	8.8	9.3	Cytosol;Nucleoplasm (Approved)
ENSMUSG00000022013.5	ENSMUSG00000022013	Dnajc15	DOWN	0.746873496873497	0	20	0	4	0	9	0	6	-0.545147666707291	-0.497087278153658	-0.513508120349729	-0.486714672244008	-0.443334309992355	-0.737033564243072	-0.548125352826638	-0.374385083459165	-0.446049203480678	-0.718917368657003	-0.605067059936532	-0.940557163508669	-0.351071799903016	-0.775973894416019	-0.784312852591362	-0.223486094663852	-0.65614687685571	-0.227017407088646	-0.752172240196083	-0.134274823196244	-0.405797853797073	-0.989923126710339	-0.59930037609116	-0.762553648057931	-0.0929379063442908	-0.36691962712178	0.0172589537702671	-0.636889286057488	-0.548125352826638	-0.7907253964893	-0.373501277494189	-0.168136272523997	-0.969079068791748	-0.41412235876646	-0.604524896324943	-0.515229005495883	-0.194132537963598	-0.374385083459165	-0.0470129263531224	-0.299063813165903	-0.48581601732806	-1.20068154075313	-0.144105628025661	-0.855937696623019	-0.867761869729765	-0.539555253383019	-0.503534860083079	-0.39234254435628	-0.844546853313467	0.0413093272469342	-0.446049203480678	-0.24337895511136	-0.284679119183736	-0.132970871127284	-0.663167207394169	-0.566263856092265	-0.507638324143461	-0.844074391324389	-1.24447969586289	-0.484013195930508	-0.718917368657003	-0.793848117690985	66148	29103	1110003P16Rik|Dnaj|Dnajd1	DnaJ heat shock protein family (Hsp40) member C15	MitoCarta3.0	GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	Tmito	14.3646	0.007	1	GFP, yeast mito homolog, mito protein domain, induction, coexpression, MS/MS+	ENSMUSG00000022013	Q78YY6	149	NA	SharedDomain	29	3.03	HomologMitoLowConf	NoHomolog	75-100ambig	chr14	77826216	77874917	8	10	47	8.65e+08	78	cerebrum, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis	6.9	NA	NA	7.3	NA	5.7	NA	NA	7.6	7.6	4.7	NA	7.5	8.9	NA
